,datetime,Usage_kWh,Motor_and_Transformer_Load_kVarh,NSM,WeekStatus,Day_of_week,Load_Type
3372,05/02/2018 03:15,2.431,3.53,11700,Weekday,Monday,Light_Load
3373,05/02/2018 03:30,2.431,3.38,12600,Weekday,Monday,Light_Load
3374,05/02/2018 03:45,2.8794999999999997,4.36,13500,Weekday,Monday,Light_Load
3375,05/02/2018 04:00,3.5815,4.9,14400,Weekday,Monday,Light_Load
3376,05/02/2018 04:15,2.6455,3.74,15300,Weekday,Monday,Light_Load
3377,05/02/2018 04:30,2.431,3.49,16200,Weekday,Monday,Light_Load
3378,05/02/2018 04:45,2.8794999999999997,4.61,17100,Weekday,Monday,Light_Load
3379,05/02/2018 05:00,2.8794999999999997,4.68,18000,Weekday,Monday,Light_Load
3380,05/02/2018 05:15,2.483,3.56,18900,Weekday,Monday,Light_Load
3381,05/02/2018 05:30,2.483,3.56,19800,Weekday,Monday,Light_Load
3382,05/02/2018 05:45,2.9250000000000003,4.64,20700,Weekday,Monday,Light_Load
3383,05/02/2018 06:00,2.8340000000000005,4.36,21600,Weekday,Monday,Light_Load
3384,05/02/2018 06:15,2.483,3.6,22500,Weekday,Monday,Light_Load
3385,05/02/2018 06:30,2.483,3.56,23400,Weekday,Monday,Light_Load
3386,05/02/2018 06:45,3.1590000000000003,4.86,24300,Weekday,Monday,Light_Load
3387,05/02/2018 07:00,3.4840000000000004,4.79,25200,Weekday,Monday,Light_Load
3388,05/02/2018 07:15,2.691,4.07,26100,Weekday,Monday,Light_Load
3389,05/02/2018 07:30,2.9965,4.14,27000,Weekday,Monday,Light_Load
3390,05/02/2018 07:45,4.6345,4.68,27900,Weekday,Monday,Light_Load
3391,05/02/2018 08:00,4.680000000000001,4.39,28800,Weekday,Monday,Light_Load
3392,05/02/2018 08:15,21.645,22.03,29700,Weekday,Monday,Light_Load
3393,05/02/2018 08:30,40.365,42.73,30600,Weekday,Monday,Light_Load
3394,05/02/2018 08:45,45.3505,53.24,31500,Weekday,Monday,Light_Load
3395,05/02/2018 09:00,45.8185,31.14,32400,Weekday,Monday,Light_Load
3396,05/02/2018 09:15,41.0215,18.4,33300,Weekday,Monday,Medium_Load
3397,05/02/2018 09:30,46.4035,25.2,34200,Weekday,Monday,Medium_Load
3398,05/02/2018 09:45,49.816,25.63,35100,Weekday,Monday,Medium_Load
3399,05/02/2018 10:00,48.3665,27.54,36000,Weekday,Monday,Medium_Load
3400,05/02/2018 10:15,59.696000000000005,34.56,36900,Weekday,Monday,Maximum_Load
3401,05/02/2018 10:30,68.77,41.22,37800,Weekday,Monday,Maximum_Load
3402,05/02/2018 10:45,67.2295,39.67,38700,Weekday,Monday,Maximum_Load
3403,05/02/2018 11:00,63.908,28.76,39600,Weekday,Monday,Maximum_Load
3404,05/02/2018 11:15,60.814,47.59,40500,Weekday,Monday,Maximum_Load
3405,05/02/2018 11:30,81.5035,63.68,41400,Weekday,Monday,Maximum_Load
3406,05/02/2018 11:45,74.4835,57.02,42300,Weekday,Monday,Maximum_Load
3407,05/02/2018 12:00,70.694,55.58,43200,Weekday,Monday,Maximum_Load
3408,05/02/2018 12:15,13.429,5.04,44100,Weekday,Monday,Medium_Load
3409,05/02/2018 12:30,5.6875,0.0,45000,Weekday,Monday,Medium_Load
3410,05/02/2018 12:45,5.7785,0.0,45900,Weekday,Monday,Medium_Load
3411,05/02/2018 13:00,5.707,0.0,46800,Weekday,Monday,Medium_Load
3412,05/02/2018 13:15,47.1055,14.33,47700,Weekday,Monday,Medium_Load
3413,05/02/2018 13:30,64.09,22.5,48600,Weekday,Monday,Medium_Load
3414,05/02/2018 13:45,51.408500000000004,17.24,49500,Weekday,Monday,Medium_Load
3415,05/02/2018 14:00,58.29200000000001,20.05,50400,Weekday,Monday,Medium_Load
3416,05/02/2018 14:15,80.873,39.92,51300,Weekday,Monday,Medium_Load
3417,05/02/2018 14:30,57.330000000000005,19.69,52200,Weekday,Monday,Medium_Load
3418,05/02/2018 14:45,71.7665,29.95,53100,Weekday,Monday,Medium_Load
3419,05/02/2018 15:00,70.9475,36.72,54000,Weekday,Monday,Medium_Load
3420,05/02/2018 15:15,69.4265,29.95,54900,Weekday,Monday,Medium_Load
3421,05/02/2018 15:30,66.71600000000001,28.69,55800,Weekday,Monday,Medium_Load
3422,05/02/2018 15:45,66.482,36.54,56700,Weekday,Monday,Medium_Load
3423,05/02/2018 16:00,43.7125,25.92,57600,Weekday,Monday,Medium_Load
3424,05/02/2018 16:15,65.988,25.92,58500,Weekday,Monday,Medium_Load
3425,05/02/2018 16:30,73.5475,33.7,59400,Weekday,Monday,Medium_Load
3426,05/02/2018 16:45,48.932,18.07,60300,Weekday,Monday,Medium_Load
3427,05/02/2018 17:00,65.429,39.71,61200,Weekday,Monday,Medium_Load
3428,05/02/2018 17:15,60.8855,28.76,62100,Weekday,Monday,Maximum_Load
3429,05/02/2018 17:30,58.123000000000005,21.64,63000,Weekday,Monday,Maximum_Load
3430,05/02/2018 17:45,56.71900000000001,21.82,63900,Weekday,Monday,Maximum_Load
3431,05/02/2018 18:00,54.7105,11.99,64800,Weekday,Monday,Maximum_Load
3432,05/02/2018 18:15,52.623999999999995,24.37,65700,Weekday,Monday,Maximum_Load
3433,05/02/2018 18:30,52.182,26.75,66600,Weekday,Monday,Maximum_Load
3434,05/02/2018 18:45,43.2185,10.37,67500,Weekday,Monday,Maximum_Load
3435,05/02/2018 19:00,34.606,2.59,68400,Weekday,Monday,Maximum_Load
3436,05/02/2018 19:15,52.39,10.55,69300,Weekday,Monday,Maximum_Load
3437,05/02/2018 19:30,55.080999999999996,12.28,70200,Weekday,Monday,Maximum_Load
3438,05/02/2018 19:45,40.391,6.16,71100,Weekday,Monday,Maximum_Load
3439,05/02/2018 20:00,48.815,9.25,72000,Weekday,Monday,Maximum_Load
3440,05/02/2018 20:15,55.198,12.64,72900,Weekday,Monday,Medium_Load
3441,05/02/2018 20:30,47.385000000000005,8.5,73800,Weekday,Monday,Medium_Load
3442,05/02/2018 20:45,34.281000000000006,2.84,74700,Weekday,Monday,Medium_Load
3443,05/02/2018 21:00,54.288,12.35,75600,Weekday,Monday,Medium_Load
3444,05/02/2018 21:15,55.132999999999996,12.67,76500,Weekday,Monday,Medium_Load
3445,05/02/2018 21:30,35.2885,3.1,77400,Weekday,Monday,Medium_Load
3446,05/02/2018 21:45,24.778,0.36,78300,Weekday,Monday,Medium_Load
3447,05/02/2018 22:00,28.5025,1.08,79200,Weekday,Monday,Medium_Load
3448,05/02/2018 22:15,54.8275,26.1,80100,Weekday,Monday,Maximum_Load
3449,05/02/2018 22:30,55.132999999999996,44.89,81000,Weekday,Monday,Maximum_Load
3450,05/02/2018 22:45,34.073,33.3,81900,Weekday,Monday,Maximum_Load
3451,05/02/2018 23:00,27.4235,30.67,82800,Weekday,Monday,Maximum_Load
3452,05/02/2018 23:15,24.219,27.25,83700,Weekday,Monday,Light_Load
3453,05/02/2018 23:30,34.398,32.83,84600,Weekday,Monday,Light_Load
3454,05/02/2018 23:45,32.5,33.8,85500,Weekday,Monday,Light_Load
3455,05/02/2018 00:00,50.00450000000001,41.76,0,Weekday,Monday,Light_Load
3456,06/02/2018 00:15,45.7015,38.27,900,Weekday,Tuesday,Light_Load
3457,06/02/2018 00:30,39.8515,36.14,1800,Weekday,Tuesday,Light_Load
3458,06/02/2018 00:45,53.5145,42.34,2700,Weekday,Tuesday,Light_Load
3459,06/02/2018 01:00,45.9095,38.3,3600,Weekday,Tuesday,Light_Load
3460,06/02/2018 01:15,9.1,11.56,4500,Weekday,Tuesday,Light_Load
3461,06/02/2018 01:30,3.3215000000000003,4.5,5400,Weekday,Tuesday,Light_Load
3462,06/02/2018 01:45,4.329000000000001,5.26,6300,Weekday,Tuesday,Light_Load
3463,06/02/2018 02:00,4.121,4.9,7200,Weekday,Tuesday,Light_Load
3464,06/02/2018 02:15,4.121,5.15,8100,Weekday,Tuesday,Light_Load
3465,06/02/2018 02:30,4.121,5.51,9000,Weekday,Tuesday,Light_Load
3466,06/02/2018 02:45,4.095,5.15,9900,Weekday,Tuesday,Light_Load
3467,06/02/2018 03:00,4.1405,5.15,10800,Weekday,Tuesday,Light_Load
3468,06/02/2018 03:15,4.095,5.11,11700,Weekday,Tuesday,Light_Load
3469,06/02/2018 03:30,4.121,5.54,12600,Weekday,Tuesday,Light_Load
3470,06/02/2018 03:45,4.121,5.29,13500,Weekday,Tuesday,Light_Load
3471,06/02/2018 04:00,4.095,5.15,14400,Weekday,Tuesday,Light_Load
3472,06/02/2018 04:15,4.121,4.97,15300,Weekday,Tuesday,Light_Load
3473,06/02/2018 04:30,3.4385000000000003,4.82,16200,Weekday,Tuesday,Light_Load
3474,06/02/2018 04:45,2.8535,3.56,17100,Weekday,Tuesday,Light_Load
3475,06/02/2018 05:00,2.8535,3.49,18000,Weekday,Tuesday,Light_Load
3476,06/02/2018 05:15,2.899,3.46,18900,Weekday,Tuesday,Light_Load
3477,06/02/2018 05:30,2.8794999999999997,3.49,19800,Weekday,Tuesday,Light_Load
3478,06/02/2018 05:45,2.8794999999999997,3.49,20700,Weekday,Tuesday,Light_Load
3479,06/02/2018 06:00,2.8535,3.38,21600,Weekday,Tuesday,Light_Load
3480,06/02/2018 06:15,2.8535,3.35,22500,Weekday,Tuesday,Light_Load
3481,06/02/2018 06:30,3.393,4.68,23400,Weekday,Tuesday,Light_Load
3482,06/02/2018 06:45,3.302,4.32,24300,Weekday,Tuesday,Light_Load
3483,06/02/2018 07:00,2.8080000000000003,3.1,25200,Weekday,Tuesday,Light_Load
3484,06/02/2018 07:15,2.8080000000000003,3.13,26100,Weekday,Tuesday,Light_Load
3485,06/02/2018 07:30,4.1405,4.46,27000,Weekday,Tuesday,Light_Load
3486,06/02/2018 07:45,5.291,4.54,27900,Weekday,Tuesday,Light_Load
3487,06/02/2018 08:00,5.525,4.21,28800,Weekday,Tuesday,Light_Load
3488,06/02/2018 08:15,28.197000000000003,28.84,29700,Weekday,Tuesday,Light_Load
3489,06/02/2018 08:30,60.463,55.37,30600,Weekday,Tuesday,Light_Load
3490,06/02/2018 08:45,66.664,61.6,31500,Weekday,Tuesday,Light_Load
3491,06/02/2018 09:00,82.41350000000001,52.96,32400,Weekday,Tuesday,Light_Load
3492,06/02/2018 09:15,70.993,35.71,33300,Weekday,Tuesday,Medium_Load
3493,06/02/2018 09:30,62.6665,29.48,34200,Weekday,Tuesday,Medium_Load
3494,06/02/2018 09:45,81.406,46.73,35100,Weekday,Tuesday,Medium_Load
3495,06/02/2018 10:00,78.416,51.77,36000,Weekday,Tuesday,Medium_Load
3496,06/02/2018 10:15,66.64450000000001,36.14,36900,Weekday,Tuesday,Maximum_Load
3497,06/02/2018 10:30,76.5635,41.26,37800,Weekday,Tuesday,Maximum_Load
3498,06/02/2018 10:45,66.7615,35.39,38700,Weekday,Tuesday,Maximum_Load
3499,06/02/2018 11:00,72.748,34.02,39600,Weekday,Tuesday,Maximum_Load
3500,06/02/2018 11:15,77.94800000000001,55.91,40500,Weekday,Tuesday,Maximum_Load
3501,06/02/2018 11:30,76.661,65.77,41400,Weekday,Tuesday,Maximum_Load
3502,06/02/2018 11:45,85.5725,67.75,42300,Weekday,Tuesday,Maximum_Load
3503,06/02/2018 12:00,80.873,68.76,43200,Weekday,Tuesday,Maximum_Load
3504,06/02/2018 12:15,13.715000000000002,6.12,44100,Weekday,Tuesday,Medium_Load
3505,06/02/2018 12:30,6.0385,0.0,45000,Weekday,Tuesday,Medium_Load
3506,06/02/2018 12:45,5.5445,0.0,45900,Weekday,Tuesday,Medium_Load
3507,06/02/2018 13:00,5.356000000000001,0.0,46800,Weekday,Tuesday,Medium_Load
3508,06/02/2018 13:15,46.891000000000005,19.26,47700,Weekday,Tuesday,Medium_Load
3509,06/02/2018 13:30,82.6735,52.67,48600,Weekday,Tuesday,Medium_Load
3510,06/02/2018 13:45,81.62049999999999,44.89,49500,Weekday,Tuesday,Medium_Load
3511,06/02/2018 14:00,60.7945,41.65,50400,Weekday,Tuesday,Medium_Load
3512,06/02/2018 14:15,38.142,12.35,51300,Weekday,Tuesday,Medium_Load
3513,06/02/2018 14:30,51.714000000000006,32.72,52200,Weekday,Tuesday,Medium_Load
3514,06/02/2018 14:45,45.045,27.86,53100,Weekday,Tuesday,Medium_Load
3515,06/02/2018 15:00,48.8345,26.96,54000,Weekday,Tuesday,Medium_Load
3516,06/02/2018 15:15,43.9205,23.98,54900,Weekday,Tuesday,Medium_Load
3517,06/02/2018 15:30,32.9485,7.63,55800,Weekday,Tuesday,Medium_Load
3518,06/02/2018 15:45,35.451,13.64,56700,Weekday,Tuesday,Medium_Load
3519,06/02/2018 16:00,39.98800000000001,18.68,57600,Weekday,Tuesday,Medium_Load
3520,06/02/2018 16:15,48.464000000000006,29.45,58500,Weekday,Tuesday,Medium_Load
3521,06/02/2018 16:30,45.513,25.49,59400,Weekday,Tuesday,Medium_Load
3522,06/02/2018 16:45,44.414500000000004,24.12,60300,Weekday,Tuesday,Medium_Load
3523,06/02/2018 17:00,35.074000000000005,10.37,61200,Weekday,Tuesday,Medium_Load
3524,06/02/2018 17:15,38.4475,14.47,62100,Weekday,Tuesday,Maximum_Load
3525,06/02/2018 17:30,42.562000000000005,14.98,63000,Weekday,Tuesday,Maximum_Load
3526,06/02/2018 17:45,53.56,21.28,63900,Weekday,Tuesday,Maximum_Load
3527,06/02/2018 18:00,52.858,11.92,64800,Weekday,Tuesday,Maximum_Load
3528,06/02/2018 18:15,60.3005,29.02,65700,Weekday,Tuesday,Maximum_Load
3529,06/02/2018 18:30,29.341,15.23,66600,Weekday,Tuesday,Maximum_Load
3530,06/02/2018 18:45,24.264499999999998,3.2,67500,Weekday,Tuesday,Maximum_Load
3531,06/02/2018 19:00,25.2005,0.65,68400,Weekday,Tuesday,Maximum_Load
3532,06/02/2018 19:15,28.359500000000004,1.76,69300,Weekday,Tuesday,Maximum_Load
3533,06/02/2018 19:30,27.001,1.19,70200,Weekday,Tuesday,Maximum_Load
3534,06/02/2018 19:45,27.4235,0.9,71100,Weekday,Tuesday,Maximum_Load
3535,06/02/2018 20:00,27.6575,0.58,72000,Weekday,Tuesday,Maximum_Load
3536,06/02/2018 20:15,23.777,0.11,72900,Weekday,Tuesday,Medium_Load
3537,06/02/2018 20:30,25.506000000000004,0.32,73800,Weekday,Tuesday,Medium_Load
3538,06/02/2018 20:45,27.404,0.54,74700,Weekday,Tuesday,Medium_Load
3539,06/02/2018 21:00,25.155,0.25,75600,Weekday,Tuesday,Medium_Load
3540,06/02/2018 21:15,27.494999999999997,0.54,76500,Weekday,Tuesday,Medium_Load
3541,06/02/2018 21:30,26.793,0.68,77400,Weekday,Tuesday,Medium_Load
3542,06/02/2018 21:45,26.0,0.54,78300,Weekday,Tuesday,Medium_Load
3543,06/02/2018 22:00,27.469,0.61,79200,Weekday,Tuesday,Medium_Load
3544,06/02/2018 22:15,24.31,9.5,80100,Weekday,Tuesday,Maximum_Load
3545,06/02/2018 22:30,21.528,24.91,81000,Weekday,Tuesday,Maximum_Load
3546,06/02/2018 22:45,24.31,25.6,81900,Weekday,Tuesday,Maximum_Load
3547,06/02/2018 23:00,26.7215,28.4,82800,Weekday,Tuesday,Maximum_Load
3548,06/02/2018 23:15,24.290499999999998,25.09,83700,Weekday,Tuesday,Light_Load
3549,06/02/2018 23:30,27.872000000000003,31.5,84600,Weekday,Tuesday,Light_Load
3550,06/02/2018 23:45,23.9135,26.53,85500,Weekday,Tuesday,Light_Load
3551,06/02/2018 00:00,21.482499999999998,24.73,0,Weekday,Tuesday,Light_Load
3552,07/02/2018 00:15,27.118,30.89,900,Weekday,Wednesday,Light_Load
3553,07/02/2018 00:30,25.623,28.69,1800,Weekday,Wednesday,Light_Load
3554,07/02/2018 00:45,26.299000000000003,29.88,2700,Weekday,Wednesday,Light_Load
3555,07/02/2018 01:00,25.766000000000002,29.34,3600,Weekday,Wednesday,Light_Load
3556,07/02/2018 01:15,13.363999999999999,15.37,4500,Weekday,Wednesday,Light_Load
3557,07/02/2018 01:30,3.302,5.36,5400,Weekday,Wednesday,Light_Load
3558,07/02/2018 01:45,4.0235,5.47,6300,Weekday,Wednesday,Light_Load
3559,07/02/2018 02:00,3.861,5.08,7200,Weekday,Wednesday,Light_Load
3560,07/02/2018 02:15,3.8350000000000004,5.29,8100,Weekday,Wednesday,Light_Load
3561,07/02/2018 02:30,3.861,5.4,9000,Weekday,Wednesday,Light_Load
3562,07/02/2018 02:45,3.9325,5.76,9900,Weekday,Wednesday,Light_Load
3563,07/02/2018 03:00,3.8870000000000005,5.47,10800,Weekday,Wednesday,Light_Load
3564,07/02/2018 03:15,3.8350000000000004,5.36,11700,Weekday,Wednesday,Light_Load
3565,07/02/2018 03:30,3.861,5.44,12600,Weekday,Wednesday,Light_Load
3566,07/02/2018 03:45,3.8350000000000004,5.29,13500,Weekday,Wednesday,Light_Load
3567,07/02/2018 04:00,3.8870000000000005,5.4,14400,Weekday,Wednesday,Light_Load
3568,07/02/2018 04:15,3.861,5.72,15300,Weekday,Wednesday,Light_Load
3569,07/02/2018 04:30,3.861,5.33,16200,Weekday,Wednesday,Light_Load
3570,07/02/2018 04:45,3.861,5.44,17100,Weekday,Wednesday,Light_Load
3571,07/02/2018 05:00,3.393,5.33,18000,Weekday,Wednesday,Light_Load
3572,07/02/2018 05:15,3.1330000000000005,5.47,18900,Weekday,Wednesday,Light_Load
3573,07/02/2018 05:30,2.6,3.74,19800,Weekday,Wednesday,Light_Load
3574,07/02/2018 05:45,2.6,3.64,20700,Weekday,Wednesday,Light_Load
3575,07/02/2018 06:00,2.6,3.67,21600,Weekday,Wednesday,Light_Load
3576,07/02/2018 06:15,2.6,3.67,22500,Weekday,Wednesday,Light_Load
3577,07/02/2018 06:30,2.6455,3.89,23400,Weekday,Wednesday,Light_Load
3578,07/02/2018 06:45,2.8080000000000003,4.39,24300,Weekday,Wednesday,Light_Load
3579,07/02/2018 07:00,3.0875,5.29,25200,Weekday,Wednesday,Light_Load
3580,07/02/2018 07:15,2.9250000000000003,4.43,26100,Weekday,Wednesday,Light_Load
3581,07/02/2018 07:30,3.9520000000000004,5.58,27000,Weekday,Wednesday,Light_Load
3582,07/02/2018 07:45,5.057,5.87,27900,Weekday,Wednesday,Light_Load
3583,07/02/2018 08:00,5.122,5.15,28800,Weekday,Wednesday,Light_Load
3584,07/02/2018 08:15,28.593500000000002,30.92,29700,Weekday,Wednesday,Light_Load
3585,07/02/2018 08:30,40.761500000000005,46.98,30600,Weekday,Wednesday,Light_Load
3586,07/02/2018 08:45,41.795,48.92,31500,Weekday,Wednesday,Light_Load
3587,07/02/2018 09:00,53.703,41.47,32400,Weekday,Wednesday,Light_Load
3588,07/02/2018 09:15,51.739999999999995,30.56,33300,Weekday,Wednesday,Medium_Load
3589,07/02/2018 09:30,39.663000000000004,16.78,34200,Weekday,Wednesday,Medium_Load
3590,07/02/2018 09:45,42.0485,20.56,35100,Weekday,Wednesday,Medium_Load
3591,07/02/2018 10:00,43.0105,22.14,36000,Weekday,Wednesday,Medium_Load
3592,07/02/2018 10:15,45.071000000000005,27.04,36900,Weekday,Wednesday,Maximum_Load
3593,07/02/2018 10:30,44.252,25.16,37800,Weekday,Wednesday,Maximum_Load
3594,07/02/2018 10:45,45.935500000000005,27.54,38700,Weekday,Wednesday,Maximum_Load
3595,07/02/2018 11:00,50.804,35.42,39600,Weekday,Wednesday,Maximum_Load
3596,07/02/2018 11:15,52.910000000000004,56.16,40500,Weekday,Wednesday,Maximum_Load
3597,07/02/2018 11:30,48.88,51.59,41400,Weekday,Wednesday,Maximum_Load
3598,07/02/2018 11:45,46.774,49.68,42300,Weekday,Wednesday,Maximum_Load
3599,07/02/2018 12:00,42.3085,40.0,43200,Weekday,Wednesday,Maximum_Load
3600,07/02/2018 12:15,10.153,3.67,44100,Weekday,Wednesday,Medium_Load
3601,07/02/2018 12:30,5.8759999999999994,0.0,45000,Weekday,Wednesday,Medium_Load
3602,07/02/2018 12:45,5.8955,0.0,45900,Weekday,Wednesday,Medium_Load
3603,07/02/2018 13:00,6.201,0.0,46800,Weekday,Wednesday,Medium_Load
3604,07/02/2018 13:15,38.3305,26.68,47700,Weekday,Wednesday,Medium_Load
3605,07/02/2018 13:30,51.759499999999996,41.26,48600,Weekday,Wednesday,Medium_Load
3606,07/02/2018 13:45,48.158500000000004,33.73,49500,Weekday,Wednesday,Medium_Load
3607,07/02/2018 14:00,44.154500000000006,26.28,50400,Weekday,Wednesday,Medium_Load
3608,07/02/2018 14:15,41.21,19.22,51300,Weekday,Wednesday,Medium_Load
3609,07/02/2018 14:30,50.07600000000001,29.09,52200,Weekday,Wednesday,Medium_Load
3610,07/02/2018 14:45,50.07600000000001,27.79,53100,Weekday,Wednesday,Medium_Load
3611,07/02/2018 15:00,44.434000000000005,19.48,54000,Weekday,Wednesday,Medium_Load
3612,07/02/2018 15:15,46.332,25.56,54900,Weekday,Wednesday,Medium_Load
3613,07/02/2018 15:30,46.91700000000001,22.14,55800,Weekday,Wednesday,Medium_Load
3614,07/02/2018 15:45,38.493,13.9,56700,Weekday,Wednesday,Medium_Load
3615,07/02/2018 16:00,34.7945,11.16,57600,Weekday,Wednesday,Medium_Load
3616,07/02/2018 16:15,34.84,8.78,58500,Weekday,Wednesday,Medium_Load
3617,07/02/2018 16:30,47.4305,22.86,59400,Weekday,Wednesday,Medium_Load
3618,07/02/2018 16:45,36.595,12.06,60300,Weekday,Wednesday,Medium_Load
3619,07/02/2018 17:00,45.513,21.92,61200,Weekday,Wednesday,Medium_Load
3620,07/02/2018 17:15,43.173,21.49,62100,Weekday,Wednesday,Maximum_Load
3621,07/02/2018 17:30,33.254,5.04,63000,Weekday,Wednesday,Maximum_Load
3622,07/02/2018 17:45,32.669,3.71,63900,Weekday,Wednesday,Maximum_Load
3623,07/02/2018 18:00,29.575,1.58,64800,Weekday,Wednesday,Maximum_Load
3624,07/02/2018 18:15,25.974,13.03,65700,Weekday,Wednesday,Maximum_Load
3625,07/02/2018 18:30,28.665000000000003,18.58,66600,Weekday,Wednesday,Maximum_Load
3626,07/02/2018 18:45,25.623,4.07,67500,Weekday,Wednesday,Maximum_Load
3627,07/02/2018 19:00,23.842000000000002,0.0,68400,Weekday,Wednesday,Maximum_Load
3628,07/02/2018 19:15,25.948,1.08,69300,Weekday,Wednesday,Maximum_Load
3629,07/02/2018 19:30,28.242500000000003,1.01,70200,Weekday,Wednesday,Maximum_Load
3630,07/02/2018 19:45,24.31,0.18,71100,Weekday,Wednesday,Maximum_Load
3631,07/02/2018 20:00,27.872000000000003,1.08,72000,Weekday,Wednesday,Maximum_Load
3632,07/02/2018 20:15,26.7475,0.65,72900,Weekday,Wednesday,Medium_Load
3633,07/02/2018 20:30,23.7965,0.32,73800,Weekday,Wednesday,Medium_Load
3634,07/02/2018 20:45,28.288000000000004,2.05,74700,Weekday,Wednesday,Medium_Load
3635,07/02/2018 21:00,26.819,1.33,75600,Weekday,Wednesday,Medium_Load
3636,07/02/2018 21:15,24.128,0.04,76500,Weekday,Wednesday,Medium_Load
3637,07/02/2018 21:30,25.740000000000002,1.4,77400,Weekday,Wednesday,Medium_Load
3638,07/02/2018 21:45,27.001,1.3,78300,Weekday,Wednesday,Medium_Load
3639,07/02/2018 22:00,26.351,1.15,79200,Weekday,Wednesday,Medium_Load
3640,07/02/2018 22:15,24.596000000000004,12.56,80100,Weekday,Wednesday,Maximum_Load
3641,07/02/2018 22:30,23.2115,27.04,81000,Weekday,Wednesday,Maximum_Load
3642,07/02/2018 22:45,21.807499999999997,25.42,81900,Weekday,Wednesday,Maximum_Load
3643,07/02/2018 23:00,21.268,23.94,82800,Weekday,Wednesday,Maximum_Load
3644,07/02/2018 23:15,20.683,21.38,83700,Weekday,Wednesday,Light_Load
3645,07/02/2018 23:30,20.4035,20.95,84600,Weekday,Wednesday,Light_Load
3646,07/02/2018 23:45,20.332,20.99,85500,Weekday,Wednesday,Light_Load
3647,07/02/2018 00:00,19.89,20.99,0,Weekday,Wednesday,Light_Load
3648,08/02/2018 00:15,19.9355,21.71,900,Weekday,Thursday,Light_Load
3649,08/02/2018 00:30,19.89,21.78,1800,Weekday,Thursday,Light_Load
3650,08/02/2018 00:45,19.3765,21.78,2700,Weekday,Thursday,Light_Load
3651,08/02/2018 01:00,18.161,21.13,3600,Weekday,Thursday,Light_Load
3652,08/02/2018 01:15,11.232000000000001,14.72,4500,Weekday,Thursday,Light_Load
3653,08/02/2018 01:30,3.2760000000000002,6.16,5400,Weekday,Thursday,Light_Load
3654,08/02/2018 01:45,4.095,6.66,6300,Weekday,Thursday,Light_Load
3655,08/02/2018 02:00,3.9325,6.52,7200,Weekday,Thursday,Light_Load
3656,08/02/2018 02:15,3.978,6.77,8100,Weekday,Thursday,Light_Load
3657,08/02/2018 02:30,4.0040000000000004,6.8,9000,Weekday,Thursday,Light_Load
3658,08/02/2018 02:45,3.9325,6.55,9900,Weekday,Thursday,Light_Load
3659,08/02/2018 03:00,3.9065,6.59,10800,Weekday,Thursday,Light_Load
3660,08/02/2018 03:15,3.9065,6.52,11700,Weekday,Thursday,Light_Load
3661,08/02/2018 03:30,3.9520000000000004,6.62,12600,Weekday,Thursday,Light_Load
3662,08/02/2018 03:45,3.9065,6.41,13500,Weekday,Thursday,Light_Load
3663,08/02/2018 04:00,3.9065,6.41,14400,Weekday,Thursday,Light_Load
3664,08/02/2018 04:15,3.8870000000000005,6.59,15300,Weekday,Thursday,Light_Load
3665,08/02/2018 04:30,4.0235,6.77,16200,Weekday,Thursday,Light_Load
3666,08/02/2018 04:45,3.9325,6.66,17100,Weekday,Thursday,Light_Load
3667,08/02/2018 05:00,3.2305,6.59,18000,Weekday,Thursday,Light_Load
3668,08/02/2018 05:15,3.2045,6.52,18900,Weekday,Thursday,Light_Load
3669,08/02/2018 05:30,3.2305,6.48,19800,Weekday,Thursday,Light_Load
3670,08/02/2018 05:45,3.1590000000000003,6.08,20700,Weekday,Thursday,Light_Load
3671,08/02/2018 06:00,2.717,4.5,21600,Weekday,Thursday,Light_Load
3672,08/02/2018 06:15,2.7365,4.75,22500,Weekday,Thursday,Light_Load
3673,08/02/2018 06:30,3.2045,6.26,23400,Weekday,Thursday,Light_Load
3674,08/02/2018 06:45,2.9965,5.44,24300,Weekday,Thursday,Light_Load
3675,08/02/2018 07:00,2.9705000000000004,5.33,25200,Weekday,Thursday,Light_Load
3676,08/02/2018 07:15,3.4385000000000003,5.98,26100,Weekday,Thursday,Light_Load
3677,08/02/2018 07:30,3.861,5.58,27000,Weekday,Thursday,Light_Load
3678,08/02/2018 07:45,5.265,5.83,27900,Weekday,Thursday,Light_Load
3679,08/02/2018 08:00,5.291,4.86,28800,Weekday,Thursday,Light_Load
3680,08/02/2018 08:15,27.118,26.96,29700,Weekday,Thursday,Light_Load
3681,08/02/2018 08:30,37.531000000000006,41.47,30600,Weekday,Thursday,Light_Load
3682,08/02/2018 08:45,37.719500000000004,43.13,31500,Weekday,Thursday,Light_Load
3683,08/02/2018 09:00,41.561,24.41,32400,Weekday,Thursday,Light_Load
3684,08/02/2018 09:15,43.173,18.79,33300,Weekday,Thursday,Medium_Load
3685,08/02/2018 09:30,37.18,13.14,34200,Weekday,Thursday,Medium_Load
3686,08/02/2018 09:45,39.104,15.3,35100,Weekday,Thursday,Medium_Load
3687,08/02/2018 10:00,38.5645,13.21,36000,Weekday,Thursday,Medium_Load
3688,08/02/2018 10:15,48.295,26.53,36900,Weekday,Thursday,Maximum_Load
3689,08/02/2018 10:30,37.6025,13.46,37800,Weekday,Thursday,Maximum_Load
3690,08/02/2018 10:45,36.2245,14.22,38700,Weekday,Thursday,Maximum_Load
