datetime,Load_Type,Motor_and_Transformer_Load_kVarh
2021-03-19 06:00:00,Light_Load,3.67
2021-03-19 07:00:00,Light_Load,3.56
2021-03-19 08:00:00,Light_Load,47.95
2021-03-19 09:00:00,Medium_Load,21.71
2021-03-19 10:00:00,Maximum_Load,0.0
2021-03-19 11:00:00,Maximum_Load,7.16
2021-03-19 12:00:00,Medium_Load,0.0
2021-03-19 13:00:00,Maximum_Load,0.07
2021-03-19 14:00:00,Maximum_Load,12.17
2021-03-19 15:00:00,Maximum_Load,12.78
2021-03-19 16:00:00,Maximum_Load,16.38
2021-03-19 17:00:00,Medium_Load,0.0
2021-03-19 18:00:00,Medium_Load,0.0
2021-03-19 19:00:00,Medium_Load,0.0
2021-03-19 20:00:00,Medium_Load,0.0
2021-03-19 21:00:00,Medium_Load,0.0
2021-03-19 22:00:00,Medium_Load,3.49
2021-03-19 23:00:00,Light_Load,2.92
2021-03-20 00:00:00,Light_Load,3.17
2021-03-20 01:00:00,Light_Load,3.35
2021-03-20 02:00:00,Light_Load,3.24
2021-03-20 03:00:00,Light_Load,3.13
2021-03-20 04:00:00,Light_Load,3.13
2021-03-20 05:00:00,Light_Load,3.17
2021-03-20 06:00:00,Light_Load,3.24
2021-03-20 07:00:00,Light_Load,3.28
2021-03-20 08:00:00,Light_Load,3.31
2021-03-20 09:00:00,Light_Load,0.0
2021-03-20 10:00:00,Light_Load,0.0
2021-03-20 11:00:00,Light_Load,0.0
2021-03-20 12:00:00,Light_Load,0.0
2021-03-20 13:00:00,Light_Load,0.0
2021-03-20 14:00:00,Light_Load,0.0
2021-03-20 15:00:00,Light_Load,0.0
2021-03-20 16:00:00,Light_Load,0.0
2021-03-20 17:00:00,Light_Load,0.0
2021-03-20 18:00:00,Light_Load,0.0
2021-03-20 19:00:00,Light_Load,0.0
2021-03-20 20:00:00,Light_Load,0.0
2021-03-20 21:00:00,Light_Load,0.0
2021-03-20 22:00:00,Light_Load,3.67
2021-03-20 23:00:00,Light_Load,3.42
2021-03-21 00:00:00,Light_Load,3.78
2021-03-21 01:00:00,Light_Load,3.71
2021-03-21 02:00:00,Light_Load,3.74
2021-03-21 03:00:00,Light_Load,3.64
2021-03-21 04:00:00,Light_Load,3.6
2021-03-21 05:00:00,Light_Load,3.49
2021-03-21 06:00:00,Light_Load,3.42
2021-03-21 07:00:00,Light_Load,3.78
2021-03-21 08:00:00,Light_Load,74.34
2021-03-21 09:00:00,Medium_Load,52.52
2021-03-21 10:00:00,Maximum_Load,21.53
2021-03-21 11:00:00,Maximum_Load,40.93
2021-03-21 12:00:00,Medium_Load,0.0
2021-03-21 13:00:00,Maximum_Load,19.8
2021-03-21 14:00:00,Maximum_Load,33.95
2021-03-21 15:00:00,Maximum_Load,22.39
2021-03-21 16:00:00,Maximum_Load,34.06
2021-03-21 17:00:00,Medium_Load,0.04
2021-03-21 18:00:00,Medium_Load,18.86
2021-03-21 19:00:00,Medium_Load,14.22
2021-03-21 20:00:00,Medium_Load,1.26
2021-03-21 21:00:00,Medium_Load,0.0
2021-03-21 22:00:00,Medium_Load,4.57
2021-03-21 23:00:00,Light_Load,4.39
2021-03-22 00:00:00,Light_Load,4.28
2021-03-22 01:00:00,Light_Load,4.18
2021-03-22 02:00:00,Light_Load,3.64
2021-03-22 03:00:00,Light_Load,3.64
2021-03-22 04:00:00,Light_Load,3.56
2021-03-22 05:00:00,Light_Load,3.46
2021-03-22 06:00:00,Light_Load,3.6
2021-03-22 07:00:00,Light_Load,4.86
2021-03-22 08:00:00,Light_Load,53.14
2021-03-22 09:00:00,Medium_Load,31.07
2021-03-22 10:00:00,Maximum_Load,17.39
2021-03-22 11:00:00,Maximum_Load,45.43
2021-03-22 12:00:00,Medium_Load,0.0
2021-03-22 13:00:00,Maximum_Load,33.88
2021-03-22 14:00:00,Maximum_Load,18.43
2021-03-22 15:00:00,Maximum_Load,24.08
2021-03-22 16:00:00,Maximum_Load,36.83
2021-03-22 17:00:00,Medium_Load,2.84
2021-03-22 18:00:00,Medium_Load,6.8
2021-03-22 19:00:00,Medium_Load,2.3
2021-03-22 20:00:00,Medium_Load,1.48
2021-03-22 21:00:00,Medium_Load,0.0
2021-03-22 22:00:00,Medium_Load,5.15
2021-03-22 23:00:00,Light_Load,4.39
2021-03-23 00:00:00,Light_Load,4.75
2021-03-23 01:00:00,Light_Load,4.64
2021-03-23 02:00:00,Light_Load,3.42
2021-03-23 03:00:00,Light_Load,3.6
2021-03-23 04:00:00,Light_Load,3.67
2021-03-23 05:00:00,Light_Load,3.71
2021-03-23 06:00:00,Light_Load,3.74
2021-03-23 07:00:00,Light_Load,4.97
2021-03-23 08:00:00,Light_Load,60.12
2021-03-23 09:00:00,Medium_Load,20.74
2021-03-23 10:00:00,Maximum_Load,24.23
2021-03-23 11:00:00,Maximum_Load,53.06
2021-03-23 12:00:00,Medium_Load,0.0
2021-03-23 13:00:00,Maximum_Load,34.7
2021-03-23 14:00:00,Maximum_Load,32.83
2021-03-23 15:00:00,Maximum_Load,25.45
2021-03-23 16:00:00,Maximum_Load,39.53
2021-03-23 17:00:00,Medium_Load,7.06
2021-03-23 18:00:00,Medium_Load,3.85
2021-03-23 19:00:00,Medium_Load,14.72
2021-03-23 20:00:00,Medium_Load,12.35
2021-03-23 21:00:00,Medium_Load,12.17
2021-03-23 22:00:00,Medium_Load,7.88
2021-03-23 23:00:00,Light_Load,4.86
2021-03-24 00:00:00,Light_Load,4.79
2021-03-24 01:00:00,Light_Load,4.57
2021-03-24 02:00:00,Light_Load,5.72
2021-03-24 03:00:00,Light_Load,4.46
2021-03-24 04:00:00,Light_Load,4.32
2021-03-24 05:00:00,Light_Load,5.4
2021-03-24 06:00:00,Light_Load,4.14
2021-03-24 07:00:00,Light_Load,5.65
2021-03-24 08:00:00,Light_Load,74.38
2021-03-24 09:00:00,Medium_Load,32.69
2021-03-24 10:00:00,Maximum_Load,14.08
2021-03-24 11:00:00,Maximum_Load,41.58
2021-03-24 12:00:00,Medium_Load,0.0
2021-03-24 13:00:00,Maximum_Load,18.72
2021-03-24 14:00:00,Maximum_Load,34.09
2021-03-24 15:00:00,Maximum_Load,30.2
2021-03-24 16:00:00,Maximum_Load,24.01
2021-03-24 17:00:00,Medium_Load,0.07
2021-03-24 18:00:00,Medium_Load,5.58
2021-03-24 19:00:00,Medium_Load,4.64
2021-03-24 20:00:00,Medium_Load,0.54
2021-03-24 21:00:00,Medium_Load,0.0
2021-03-24 22:00:00,Medium_Load,6.26
2021-03-24 23:00:00,Light_Load,5.58
2021-03-25 00:00:00,Light_Load,5.04
2021-03-25 01:00:00,Light_Load,5.62
2021-03-25 02:00:00,Light_Load,5.22
2021-03-25 03:00:00,Light_Load,4.32
2021-03-25 04:00:00,Light_Load,4.9
2021-03-25 05:00:00,Light_Load,4.64
2021-03-25 06:00:00,Light_Load,4.1
2021-03-25 07:00:00,Light_Load,6.26
2021-03-25 08:00:00,Light_Load,73.87
2021-03-25 09:00:00,Medium_Load,54.22
2021-03-25 10:00:00,Maximum_Load,39.56
2021-03-25 11:00:00,Maximum_Load,54.43
2021-03-25 12:00:00,Medium_Load,0.0
2021-03-25 13:00:00,Maximum_Load,40.46
2021-03-25 14:00:00,Maximum_Load,30.2
2021-03-25 15:00:00,Maximum_Load,24.77
2021-03-25 16:00:00,Maximum_Load,40.46
2021-03-25 17:00:00,Medium_Load,0.0
2021-03-25 18:00:00,Medium_Load,28.94
2021-03-25 19:00:00,Medium_Load,22.72
2021-03-25 20:00:00,Medium_Load,4.03
2021-03-25 21:00:00,Medium_Load,0.68
2021-03-25 22:00:00,Medium_Load,5.8
2021-03-25 23:00:00,Light_Load,4.36
2021-03-26 00:00:00,Light_Load,4.43
2021-03-26 01:00:00,Light_Load,4.68
2021-03-26 02:00:00,Light_Load,4.93
2021-03-26 03:00:00,Light_Load,4.28
2021-03-26 04:00:00,Light_Load,4.0
2021-03-26 05:00:00,Light_Load,3.85
2021-03-26 06:00:00,Light_Load,4.86
2021-03-26 07:00:00,Light_Load,4.72
2021-03-26 08:00:00,Light_Load,31.03
2021-03-26 09:00:00,Medium_Load,0.18
2021-03-26 10:00:00,Maximum_Load,0.94
2021-03-26 11:00:00,Maximum_Load,14.98
2021-03-26 12:00:00,Medium_Load,0.0
2021-03-26 13:00:00,Maximum_Load,0.94
2021-03-26 14:00:00,Maximum_Load,2.34
2021-03-26 15:00:00,Maximum_Load,0.79
2021-03-26 16:00:00,Maximum_Load,1.84
2021-03-26 17:00:00,Medium_Load,0.0
2021-03-26 18:00:00,Medium_Load,0.0
2021-03-26 19:00:00,Medium_Load,0.0
2021-03-26 20:00:00,Medium_Load,0.0
2021-03-26 21:00:00,Medium_Load,0.0
2021-03-26 22:00:00,Medium_Load,3.64
2021-03-26 23:00:00,Light_Load,3.1
2021-03-27 00:00:00,Light_Load,3.24
2021-03-27 01:00:00,Light_Load,3.53
2021-03-27 02:00:00,Light_Load,3.53
2021-03-27 03:00:00,Light_Load,3.92
2021-03-27 04:00:00,Light_Load,3.42
2021-03-27 05:00:00,Light_Load,3.28
2021-03-27 06:00:00,Light_Load,3.46
2021-03-27 07:00:00,Light_Load,3.67
2021-03-27 08:00:00,Light_Load,27.72
2021-03-27 09:00:00,Medium_Load,0.07
2021-03-27 10:00:00,Maximum_Load,0.07
2021-03-27 11:00:00,Maximum_Load,8.93
2021-03-27 12:00:00,Medium_Load,0.0
2021-03-27 13:00:00,Maximum_Load,0.22
2021-03-27 14:00:00,Maximum_Load,0.14
2021-03-27 15:00:00,Maximum_Load,0.0
2021-03-27 16:00:00,Maximum_Load,0.29
2021-03-27 17:00:00,Medium_Load,0.0
2021-03-27 18:00:00,Medium_Load,0.0
2021-03-27 19:00:00,Medium_Load,0.0
2021-03-27 20:00:00,Medium_Load,0.0
2021-03-27 21:00:00,Medium_Load,0.0
2021-03-27 22:00:00,Medium_Load,3.78
2021-03-27 23:00:00,Light_Load,4.5
2021-03-28 00:00:00,Light_Load,3.56
2021-03-28 01:00:00,Light_Load,3.64
2021-03-28 02:00:00,Light_Load,3.67
2021-03-28 03:00:00,Light_Load,3.53
2021-03-28 04:00:00,Light_Load,3.53
2021-03-28 05:00:00,Light_Load,3.42
2021-03-28 06:00:00,Light_Load,3.35
2021-03-28 07:00:00,Light_Load,3.64
2021-03-28 08:00:00,Light_Load,47.99
2021-03-28 09:00:00,Medium_Load,21.35
2021-03-28 10:00:00,Maximum_Load,12.92
2021-03-28 11:00:00,Maximum_Load,16.49
2021-03-28 12:00:00,Medium_Load,0.0
2021-03-28 13:00:00,Maximum_Load,12.24
2021-03-28 14:00:00,Maximum_Load,24.91
2021-03-28 15:00:00,Maximum_Load,23.15
2021-03-28 16:00:00,Maximum_Load,10.8
2021-03-28 17:00:00,Medium_Load,0.32
2021-03-28 18:00:00,Medium_Load,34.16
2021-03-28 19:00:00,Medium_Load,30.82
2021-03-28 20:00:00,Medium_Load,11.56
2021-03-28 21:00:00,Medium_Load,0.0
2021-03-28 22:00:00,Medium_Load,4.39
2021-03-28 23:00:00,Light_Load,4.21
2021-03-29 00:00:00,Light_Load,4.64
2021-03-29 01:00:00,Light_Load,4.9
2021-03-29 02:00:00,Light_Load,4.72
2021-03-29 03:00:00,Light_Load,3.78
2021-03-29 04:00:00,Light_Load,3.71
2021-03-29 05:00:00,Light_Load,3.71
2021-03-29 06:00:00,Light_Load,4.54
2021-03-29 07:00:00,Light_Load,5.47
2021-03-29 08:00:00,Light_Load,56.56
2021-03-29 09:00:00,Medium_Load,34.13
2021-03-29 10:00:00,Maximum_Load,20.84
2021-03-29 11:00:00,Maximum_Load,35.5
2021-03-29 12:00:00,Medium_Load,0.0
2021-03-29 13:00:00,Maximum_Load,14.15
2021-03-29 14:00:00,Maximum_Load,7.13
2021-03-29 15:00:00,Maximum_Load,3.2
2021-03-29 16:00:00,Maximum_Load,2.56
2021-03-29 17:00:00,Medium_Load,0.0
2021-03-29 18:00:00,Medium_Load,21.49
2021-03-29 19:00:00,Medium_Load,1.8
2021-03-29 20:00:00,Medium_Load,0.0
2021-03-29 21:00:00,Medium_Load,0.0
2021-03-29 22:00:00,Medium_Load,5.04
2021-03-29 23:00:00,Light_Load,4.32
2021-03-30 00:00:00,Light_Load,4.46
2021-03-30 01:00:00,Light_Load,4.14
2021-03-30 02:00:00,Light_Load,4.43
2021-03-30 03:00:00,Light_Load,3.13
2021-03-30 04:00:00,Light_Load,3.13
2021-03-30 05:00:00,Light_Load,3.2
2021-03-30 06:00:00,Light_Load,3.31
2021-03-30 07:00:00,Light_Load,4.57
2021-03-30 08:00:00,Light_Load,42.52
2021-03-30 09:00:00,Medium_Load,6.41
2021-03-30 10:00:00,Maximum_Load,4.57
2021-03-30 11:00:00,Maximum_Load,29.02
2021-03-30 12:00:00,Medium_Load,0.0
2021-03-30 13:00:00,Maximum_Load,13.21
2021-03-30 14:00:00,Maximum_Load,28.91
2021-03-30 15:00:00,Maximum_Load,28.94
2021-03-30 16:00:00,Maximum_Load,22.5
2021-03-30 17:00:00,Medium_Load,3.17
2021-03-30 18:00:00,Medium_Load,4.86
2021-03-30 19:00:00,Medium_Load,5.8
2021-03-30 20:00:00,Medium_Load,0.0
2021-03-30 21:00:00,Medium_Load,0.0
2021-03-30 22:00:00,Medium_Load,5.22
2021-03-30 23:00:00,Light_Load,4.79
2021-03-31 00:00:00,Light_Load,4.54
2021-03-31 01:00:00,Light_Load,4.39
2021-03-31 02:00:00,Light_Load,4.72
2021-03-31 03:00:00,Light_Load,3.78
2021-03-31 04:00:00,Light_Load,4.93
2021-03-31 05:00:00,Light_Load,3.92
2021-03-31 06:00:00,Light_Load,4.07
2021-03-31 07:00:00,Light_Load,3.89
2021-03-31 08:00:00,Light_Load,59.11
2021-03-31 09:00:00,Medium_Load,38.7
2021-03-31 10:00:00,Maximum_Load,23.62
2021-03-31 11:00:00,Maximum_Load,40.86
2021-03-31 12:00:00,Medium_Load,0.0
2021-03-31 13:00:00,Maximum_Load,36.04
2021-03-31 14:00:00,Maximum_Load,24.95
2021-03-31 15:00:00,Maximum_Load,38.23
2021-03-31 16:00:00,Maximum_Load,33.8
2021-03-31 17:00:00,Medium_Load,13.82
2021-03-31 18:00:00,Medium_Load,21.56
2021-03-31 19:00:00,Medium_Load,21.42
2021-03-31 20:00:00,Medium_Load,3.53
2021-03-31 21:00:00,Medium_Load,0.0
2021-03-31 22:00:00,Medium_Load,5.04
2021-03-31 23:00:00,Light_Load,4.18
2021-04-01 00:00:00,Light_Load,4.36
2021-04-01 01:00:00,Light_Load,4.21
2021-04-01 02:00:00,Light_Load,5.0
2021-04-01 03:00:00,Light_Load,3.85
2021-04-01 04:00:00,Light_Load,3.85
2021-04-01 05:00:00,Light_Load,4.07
2021-04-01 06:00:00,Light_Load,3.96
2021-04-01 07:00:00,Light_Load,5.33
2021-04-01 08:00:00,Light_Load,57.17
2021-04-01 09:00:00,Medium_Load,40.75
2021-04-01 10:00:00,Maximum_Load,22.1
2021-04-01 11:00:00,Maximum_Load,50.29
2021-04-01 12:00:00,Medium_Load,0.0
2021-04-01 13:00:00,Maximum_Load,30.17
2021-04-01 14:00:00,Maximum_Load,41.47
2021-04-01 15:00:00,Maximum_Load,33.77
2021-04-01 16:00:00,Maximum_Load,38.74
2021-04-01 17:00:00,Medium_Load,7.27
2021-04-01 18:00:00,Medium_Load,0.0
2021-04-01 19:00:00,Medium_Load,0.0
2021-04-01 20:00:00,Medium_Load,0.0
2021-04-01 21:00:00,Medium_Load,0.0
2021-04-01 22:00:00,Medium_Load,5.36
2021-04-01 23:00:00,Light_Load,4.86
2021-04-02 00:00:00,Light_Load,4.86
2021-04-02 01:00:00,Light_Load,3.89
2021-04-02 02:00:00,Light_Load,3.67
2021-04-02 03:00:00,Light_Load,3.67
2021-04-02 04:00:00,Light_Load,4.9
2021-04-02 05:00:00,Light_Load,4.03
2021-04-02 06:00:00,Light_Load,4.1
2021-04-02 07:00:00,Light_Load,3.92
2021-04-02 08:00:00,Light_Load,4.36
2021-04-02 09:00:00,Light_Load,0.0
2021-04-02 10:00:00,Light_Load,0.0
2021-04-02 11:00:00,Light_Load,0.0
2021-04-02 12:00:00,Light_Load,0.0
2021-04-02 13:00:00,Light_Load,0.0
2021-04-02 14:00:00,Light_Load,0.0
2021-04-02 15:00:00,Light_Load,0.0
2021-04-02 16:00:00,Light_Load,0.0
2021-04-02 17:00:00,Light_Load,0.0
2021-04-02 18:00:00,Light_Load,0.0
2021-04-02 19:00:00,Light_Load,0.0
2021-04-02 20:00:00,Light_Load,0.0
2021-04-02 21:00:00,Light_Load,0.0
2021-04-02 22:00:00,Light_Load,3.96
2021-04-02 23:00:00,Light_Load,3.42
2021-04-03 00:00:00,Light_Load,3.78
2021-04-03 01:00:00,Light_Load,3.85
2021-04-03 02:00:00,Light_Load,4.0
2021-04-03 03:00:00,Light_Load,4.07
2021-04-03 04:00:00,Light_Load,5.04
2021-04-03 05:00:00,Light_Load,3.49
2021-04-03 06:00:00,Light_Load,3.53
2021-04-03 07:00:00,Light_Load,3.49
2021-04-03 08:00:00,Light_Load,4.21
2021-04-03 09:00:00,Light_Load,0.0
2021-04-03 10:00:00,Light_Load,0.0
2021-04-03 11:00:00,Light_Load,0.0
2021-04-03 12:00:00,Light_Load,0.0
2021-04-03 13:00:00,Light_Load,0.0
2021-04-03 14:00:00,Light_Load,0.0
2021-04-03 15:00:00,Light_Load,0.0
2021-04-03 16:00:00,Light_Load,0.0
2021-04-03 17:00:00,Light_Load,0.0
2021-04-03 18:00:00,Light_Load,0.0
2021-04-03 19:00:00,Light_Load,0.0
2021-04-03 20:00:00,Light_Load,0.0
2021-04-03 21:00:00,Light_Load,0.0
2021-04-03 22:00:00,Light_Load,4.36
2021-04-03 23:00:00,Light_Load,3.92
2021-04-04 00:00:00,Light_Load,4.43
2021-04-04 01:00:00,Light_Load,4.36
2021-04-04 02:00:00,Light_Load,4.21
2021-04-04 03:00:00,Light_Load,4.25
2021-04-04 04:00:00,Light_Load,4.1
2021-04-04 05:00:00,Light_Load,4.1
2021-04-04 06:00:00,Light_Load,3.96
2021-04-04 07:00:00,Light_Load,5.29
2021-04-04 08:00:00,Light_Load,54.54
2021-04-04 09:00:00,Medium_Load,30.78
2021-04-04 10:00:00,Maximum_Load,21.64
2021-04-04 11:00:00,Maximum_Load,44.68
2021-04-04 12:00:00,Medium_Load,0.0
2021-04-04 13:00:00,Maximum_Load,25.85
2021-04-04 14:00:00,Maximum_Load,26.14
2021-04-04 15:00:00,Maximum_Load,37.01
2021-04-04 16:00:00,Maximum_Load,18.5
2021-04-04 17:00:00,Medium_Load,0.0
2021-04-04 18:00:00,Medium_Load,14.72
2021-04-04 19:00:00,Medium_Load,34.92
2021-04-04 20:00:00,Medium_Load,8.71
2021-04-04 21:00:00,Medium_Load,0.0
2021-04-04 22:00:00,Medium_Load,4.75
2021-04-04 23:00:00,Light_Load,4.43
2021-04-05 00:00:00,Light_Load,5.0
2021-04-05 01:00:00,Light_Load,5.04
2021-04-05 02:00:00,Light_Load,5.15
2021-04-05 03:00:00,Light_Load,4.21
2021-04-05 04:00:00,Light_Load,4.1
2021-04-05 05:00:00,Light_Load,4.03
2021-04-05 06:00:00,Light_Load,4.21
2021-04-05 07:00:00,Light_Load,4.0
2021-04-05 08:00:00,Light_Load,68.65
2021-04-05 09:00:00,Medium_Load,31.18
2021-04-05 10:00:00,Maximum_Load,32.62
2021-04-05 11:00:00,Maximum_Load,50.8
2021-04-05 12:00:00,Medium_Load,0.0
2021-04-05 13:00:00,Maximum_Load,42.95
2021-04-05 14:00:00,Maximum_Load,25.27
2021-04-05 15:00:00,Maximum_Load,51.08
2021-04-05 16:00:00,Maximum_Load,41.83
2021-04-05 17:00:00,Medium_Load,0.29
2021-04-05 18:00:00,Medium_Load,44.82
2021-04-05 19:00:00,Medium_Load,49.9
2021-04-05 20:00:00,Medium_Load,22.79
2021-04-05 21:00:00,Medium_Load,0.0
2021-04-05 22:00:00,Medium_Load,5.18
2021-04-05 23:00:00,Light_Load,4.28
2021-04-06 00:00:00,Light_Load,4.36
2021-04-06 01:00:00,Light_Load,4.61
2021-04-06 02:00:00,Light_Load,4.79
2021-04-06 03:00:00,Light_Load,4.57
2021-04-06 04:00:00,Light_Load,3.67
2021-04-06 05:00:00,Light_Load,3.92
2021-04-06 06:00:00,Light_Load,4.14
2021-04-06 07:00:00,Light_Load,15.66
2021-04-06 08:00:00,Light_Load,66.89
2021-04-06 09:00:00,Medium_Load,28.04
2021-04-06 10:00:00,Maximum_Load,20.41
2021-04-06 11:00:00,Maximum_Load,51.52
2021-04-06 12:00:00,Medium_Load,0.0
2021-04-06 13:00:00,Maximum_Load,35.21
2021-04-06 14:00:00,Maximum_Load,25.02
2021-04-06 15:00:00,Maximum_Load,22.1
2021-04-06 16:00:00,Maximum_Load,28.22
2021-04-06 17:00:00,Medium_Load,22.93
2021-04-06 18:00:00,Medium_Load,0.0
2021-04-06 19:00:00,Medium_Load,0.0
2021-04-06 20:00:00,Medium_Load,0.0
2021-04-06 21:00:00,Medium_Load,0.0
2021-04-06 22:00:00,Medium_Load,5.11
2021-04-06 23:00:00,Light_Load,4.57
2021-04-07 00:00:00,Light_Load,4.9
2021-04-07 01:00:00,Light_Load,3.82
2021-04-07 02:00:00,Light_Load,3.64
2021-04-07 03:00:00,Light_Load,3.71
2021-04-07 04:00:00,Light_Load,3.71
2021-04-07 05:00:00,Light_Load,4.64
2021-04-07 06:00:00,Light_Load,3.96
2021-04-07 07:00:00,Light_Load,4.43
2021-04-07 08:00:00,Light_Load,60.34
2021-04-07 09:00:00,Medium_Load,27.9
2021-04-07 10:00:00,Maximum_Load,37.76
2021-04-07 11:00:00,Maximum_Load,22.36
2021-04-07 12:00:00,Medium_Load,0.0
2021-04-07 13:00:00,Maximum_Load,18.54
2021-04-07 14:00:00,Maximum_Load,15.12
2021-04-07 15:00:00,Maximum_Load,22.21
2021-04-07 16:00:00,Maximum_Load,25.49
2021-04-07 17:00:00,Medium_Load,1.44
2021-04-07 18:00:00,Medium_Load,4.72
2021-04-07 19:00:00,Medium_Load,0.25
2021-04-07 20:00:00,Medium_Load,0.29
2021-04-07 21:00:00,Medium_Load,0.0
2021-04-07 22:00:00,Medium_Load,4.86
2021-04-07 23:00:00,Light_Load,4.82
2021-04-08 00:00:00,Light_Load,5.26
2021-04-08 01:00:00,Light_Load,5.0
2021-04-08 02:00:00,Light_Load,5.94
2021-04-08 03:00:00,Light_Load,5.4
2021-04-08 04:00:00,Light_Load,5.15
2021-04-08 05:00:00,Light_Load,4.68
2021-04-08 06:00:00,Light_Load,5.11
2021-04-08 07:00:00,Light_Load,5.33
2021-04-08 08:00:00,Light_Load,45.86
2021-04-08 09:00:00,Medium_Load,17.89
2021-04-08 10:00:00,Maximum_Load,28.04
2021-04-08 11:00:00,Maximum_Load,46.04
2021-04-08 12:00:00,Medium_Load,0.0
2021-04-08 13:00:00,Maximum_Load,43.63
2021-04-08 14:00:00,Maximum_Load,17.93
2021-04-08 15:00:00,Maximum_Load,31.82
2021-04-08 16:00:00,Maximum_Load,37.58
2021-04-08 17:00:00,Medium_Load,0.14
2021-04-08 18:00:00,Medium_Load,12.1
2021-04-08 19:00:00,Medium_Load,16.24
2021-04-08 20:00:00,Medium_Load,18.79
2021-04-08 21:00:00,Medium_Load,0.0
2021-04-08 22:00:00,Medium_Load,6.62
2021-04-08 23:00:00,Light_Load,6.19
2021-04-09 00:00:00,Light_Load,5.33
2021-04-09 01:00:00,Light_Load,5.11
2021-04-09 02:00:00,Light_Load,4.86
2021-04-09 03:00:00,Light_Load,6.01
2021-04-09 04:00:00,Light_Load,5.15
2021-04-09 05:00:00,Light_Load,5.44
2021-04-09 06:00:00,Light_Load,5.36
2021-04-09 07:00:00,Light_Load,5.47
2021-04-09 08:00:00,Light_Load,37.76
2021-04-09 09:00:00,Medium_Load,11.34
2021-04-09 10:00:00,Maximum_Load,9.25
2021-04-09 11:00:00,Maximum_Load,25.92
2021-04-09 12:00:00,Medium_Load,0.0
2021-04-09 13:00:00,Maximum_Load,11.23
2021-04-09 14:00:00,Maximum_Load,4.5
2021-04-09 15:00:00,Maximum_Load,18.22
2021-04-09 16:00:00,Maximum_Load,25.7
2021-04-09 17:00:00,Medium_Load,0.0
2021-04-09 18:00:00,Medium_Load,0.0
2021-04-09 19:00:00,Medium_Load,0.0
2021-04-09 20:00:00,Medium_Load,0.0
2021-04-09 21:00:00,Medium_Load,0.0
2021-04-09 22:00:00,Medium_Load,3.89
2021-04-09 23:00:00,Light_Load,4.03
2021-04-10 00:00:00,Light_Load,4.32
2021-04-10 01:00:00,Light_Load,4.64
2021-04-10 02:00:00,Light_Load,4.97
2021-04-10 03:00:00,Light_Load,6.01
2021-04-10 04:00:00,Light_Load,4.72
2021-04-10 05:00:00,Light_Load,4.82
2021-04-10 06:00:00,Light_Load,4.82
2021-04-10 07:00:00,Light_Load,5.15
2021-04-10 08:00:00,Light_Load,39.46
2021-04-10 09:00:00,Medium_Load,20.3
2021-04-10 10:00:00,Maximum_Load,21.38
2021-04-10 11:00:00,Maximum_Load,42.05
2021-04-10 12:00:00,Medium_Load,0.0
2021-04-10 13:00:00,Maximum_Load,15.12
2021-04-10 14:00:00,Maximum_Load,0.0
2021-04-10 15:00:00,Maximum_Load,0.0
2021-04-10 16:00:00,Maximum_Load,0.0
2021-04-10 17:00:00,Medium_Load,0.0
2021-04-10 18:00:00,Medium_Load,0.0
2021-04-10 19:00:00,Medium_Load,0.0
2021-04-10 20:00:00,Medium_Load,0.0
2021-04-10 21:00:00,Medium_Load,0.0
2021-04-10 22:00:00,Medium_Load,3.82
2021-04-10 23:00:00,Light_Load,3.49
2021-04-11 00:00:00,Light_Load,3.89
2021-04-11 01:00:00,Light_Load,3.96
2021-04-11 02:00:00,Light_Load,4.0
2021-04-11 03:00:00,Light_Load,4.5
2021-04-11 04:00:00,Light_Load,3.85
2021-04-11 05:00:00,Light_Load,3.53
2021-04-11 06:00:00,Light_Load,4.07
2021-04-11 07:00:00,Light_Load,4.79
2021-04-11 08:00:00,Light_Load,49.39
2021-04-11 09:00:00,Medium_Load,36.97
2021-04-11 10:00:00,Maximum_Load,23.8
2021-04-11 11:00:00,Maximum_Load,47.95
2021-04-11 12:00:00,Medium_Load,0.0
2021-04-11 13:00:00,Maximum_Load,32.69
2021-04-11 14:00:00,Maximum_Load,48.13
2021-04-11 15:00:00,Maximum_Load,27.79
2021-04-11 16:00:00,Maximum_Load,22.07
2021-04-11 17:00:00,Medium_Load,0.0
2021-04-11 18:00:00,Medium_Load,47.48
2021-04-11 19:00:00,Medium_Load,40.54
2021-04-11 20:00:00,Medium_Load,29.81
2021-04-11 21:00:00,Medium_Load,21.6
2021-04-11 22:00:00,Medium_Load,5.54
2021-04-11 23:00:00,Light_Load,3.74
2021-04-12 00:00:00,Light_Load,4.1
2021-04-12 01:00:00,Light_Load,4.1
2021-04-12 02:00:00,Light_Load,4.03
2021-04-12 03:00:00,Light_Load,4.18
2021-04-12 04:00:00,Light_Load,2.77
2021-04-12 05:00:00,Light_Load,3.6
2021-04-12 06:00:00,Light_Load,3.24
2021-04-12 07:00:00,Light_Load,4.21
2021-04-12 08:00:00,Light_Load,79.78
2021-04-12 09:00:00,Medium_Load,24.62
2021-04-12 10:00:00,Maximum_Load,19.73
2021-04-12 11:00:00,Maximum_Load,40.0
2021-04-12 12:00:00,Medium_Load,0.0
2021-04-12 13:00:00,Maximum_Load,25.67
2021-04-12 14:00:00,Maximum_Load,21.24
2021-04-12 15:00:00,Maximum_Load,19.04
2021-04-12 16:00:00,Maximum_Load,26.82
2021-04-12 17:00:00,Medium_Load,9.54
